date,contract,volume,long_oi,short_oi,settle
2026-07-08,AL2610,37729,54036,57800,23135
2026-07-08,AL2610,37729,54036,57800,23135
2026-07-08,AL2610,37729,54036,57800,23135
2026-07-08,AL2611,6211,23561,25130,23160
2026-07-08,AL2611,6211,23561,25130,23160
2026-07-08,AL2611,6211,23561,25130,23160
2026-07-08,AL2612,5036,23576,26735,23170
2026-07-08,AL2612,5036,23576,26735,23170
2026-07-08,AL2612,5036,23576,26735,23170
2026-07-07,AL2610,39698,54252,56932,22985
2026-07-07,AL2610,39698,54252,56932,22985
2026-07-07,AL2610,39698,54252,56932,22985
2026-07-07,AL2611,5304,23228,25026,23010
2026-07-07,AL2611,5304,23228,25026,23010
2026-07-07,AL2611,5304,23228,25026,23010
2026-07-07,AL2612,5919,23773,26993,22990
2026-07-07,AL2612,5919,23773,26993,22990
2026-07-07,AL2612,5919,23773,26993,22990
2026-07-06,AL2610,45712,53662,56129,22890
2026-07-06,AL2610,45712,53662,56129,22890
2026-07-06,AL2610,45712,53662,56129,22890
2026-07-06,AL2611,7634,23234,25068,22910
2026-07-06,AL2611,7634,23234,25068,22910
2026-07-06,AL2611,7634,23234,25068,22910
2026-07-06,AL2612,6001,24137,27064,22935
2026-07-06,AL2612,6001,24137,27064,22935
2026-07-06,AL2612,6001,24137,27064,22935
2026-07-03,AL2610,59910,54051,55755,22720
2026-07-03,AL2610,59910,54051,55755,22720
2026-07-03,AL2610,59910,54051,55755,22720
2026-07-03,AL2611,10312,23296,24980,22765
2026-07-03,AL2611,10312,23296,24980,22765
2026-07-03,AL2611,10312,23296,24980,22765
2026-07-03,AL2612,6764,24347,27214,22755
2026-07-03,AL2612,6764,24347,27214,22755
2026-07-03,AL2612,6764,24347,27214,22755
2026-07-02,AL2610,53710,55034,55850,22545
2026-07-02,AL2610,53710,55034,55850,22545
2026-07-02,AL2610,53710,55034,55850,22545
2026-07-02,AL2611,10481,23002,25294,22570
2026-07-02,AL2611,10481,23002,25294,22570
2026-07-02,AL2611,10481,23002,25294,22570
2026-07-02,AL2612,5104,23741,26955,22595
2026-07-02,AL2612,5104,23741,26955,22595
2026-07-02,AL2612,5104,23741,26955,22595
2026-07-01,AL2610,55359,54220,54598,22540
2026-07-01,AL2610,55359,54220,54598,22540
2026-07-01,AL2610,55359,54220,54598,22540
2026-07-01,AL2611,23578,22898,24913,22520
2026-07-01,AL2611,23578,22898,24913,22520
2026-07-01,AL2611,23578,22898,24913,22520
2026-07-01,AL2612,11629,23865,27028,22570
2026-07-01,AL2612,11629,23865,27028,22570
2026-07-01,AL2612,11629,23865,27028,22570
2026-06-30,AL2610,76858,53681,53916,22640
2026-06-30,AL2610,76858,53681,53916,22640
2026-06-30,AL2610,76858,53681,53916,22640
2026-06-30,AL2611,15749,19012,21362,22645
2026-06-30,AL2611,15749,19012,21362,22645
2026-06-30,AL2611,15749,19012,21362,22645
2026-06-30,AL2612,15721,22927,25972,22680
2026-06-30,AL2612,15721,22927,25972,22680
2026-06-30,AL2612,15721,22927,25972,22680
2026-06-29,AL2610,44897,49312,48607,23085
2026-06-29,AL2610,44897,49312,48607,23085
2026-06-29,AL2610,44897,49312,48607,23085
2026-06-29,AL2611,19705,18197,20455,23085
2026-06-29,AL2611,19705,18197,20455,23085
2026-06-29,AL2611,19705,18197,20455,23085
2026-06-29,AL2612,7154,23104,24620,23095
2026-06-29,AL2612,7154,23104,24620,23095
2026-06-29,AL2612,7154,23104,24620,23095
2026-06-26,AL2610,40521,44622,45032,22975
2026-06-26,AL2610,40521,44622,45032,22975
2026-06-26,AL2610,40521,44622,45032,22975
2026-06-26,AL2611,13153,17582,19475,23000
2026-06-26,AL2611,13153,17582,19475,23000
2026-06-26,AL2611,13153,17582,19475,23000
2026-06-26,AL2612,10810,22617,24450,23020
2026-06-26,AL2612,10810,22617,24450,23020
2026-06-26,AL2612,10810,22617,24450,23020
2026-06-25,AL2610,73288,45446,45693,23025
2026-06-25,AL2610,73288,45446,45693,23025
2026-06-25,AL2610,73288,45446,45693,23025
2026-06-25,AL2611,28317,17503,19048,23065
2026-06-25,AL2611,28317,17503,19048,23065
2026-06-25,AL2611,28317,17503,19048,23065
2026-06-25,AL2612,22749,22100,23611,23090
2026-06-25,AL2612,22749,22100,23611,23090
2026-06-25,AL2612,22749,22100,23611,23090
2026-06-24,AL2610,38402,43862,43845,23540
2026-06-24,AL2610,38402,43862,43845,23540
2026-06-24,AL2610,38402,43862,43845,23540
2026-06-24,AL2611,13538,15207,16426,23560
2026-06-24,AL2611,13538,15207,16426,23560
2026-06-24,AL2611,13538,15207,16426,23560
2026-06-24,AL2612,16827,18741,20425,23585
2026-06-24,AL2612,16827,18741,20425,23585
2026-06-24,AL2612,16827,18741,20425,23585
2026-06-23,AL2610,47847,43442,42837,23850
2026-06-23,AL2610,47847,43442,42837,23850
2026-06-23,AL2610,47847,43442,42837,23850
2026-06-23,AL2611,16351,14387,15486,23895
2026-06-23,AL2611,16351,14387,15486,23895
2026-06-23,AL2611,16351,14387,15486,23895
2026-06-23,AL2612,11240,16450,17795,23865
2026-06-23,AL2612,11240,16450,17795,23865
2026-06-23,AL2612,11240,16450,17795,23865
2026-06-22,AL2610,11369,39166,39237,24145
2026-06-22,AL2610,11369,39166,39237,24145
2026-06-22,AL2610,11369,39166,39237,24145
2026-06-22,AL2611,2719,13400,14162,24150
2026-06-22,AL2611,2719,13400,14162,24150
2026-06-22,AL2611,2719,13400,14162,24150
2026-06-22,AL2612,4778,14652,16479,24175
2026-06-22,AL2612,4778,14652,16479,24175
2026-06-22,AL2612,4778,14652,16479,24175
2026-06-18,AL2610,31296,39627,39319,24015
2026-06-18,AL2610,31296,39627,39319,24015
2026-06-18,AL2610,31296,39627,39319,24015
2026-06-18,AL2611,2097,13352,13985,24045
2026-06-18,AL2611,2097,13352,13985,24045
2026-06-18,AL2611,2097,13352,13985,24045
2026-06-18,AL2612,2243,13999,16050,24040
2026-06-18,AL2612,2243,13999,16050,24040
2026-06-18,AL2612,2243,13999,16050,24040
2026-06-17,AL2610,22783,38675,39312,24020
2026-06-17,AL2610,22783,38675,39312,24020
2026-06-17,AL2610,22783,38675,39312,24020
2026-06-17,AL2611,1429,13286,13836,24040
2026-06-17,AL2611,1429,13286,13836,24040
2026-06-17,AL2611,1429,13286,13836,24040
2026-06-17,AL2612,2291,13777,15859,24045
2026-06-17,AL2612,2291,13777,15859,24045
2026-06-17,AL2612,2291,13777,15859,24045
2026-06-16,AL2610,54376,38669,39210,23970
2026-06-16,AL2610,54376,38669,39210,23970
2026-06-16,AL2610,54376,38669,39210,23970
2026-06-16,AL2611,4772,13266,13738,24000
2026-06-16,AL2611,4772,13266,13738,24000
2026-06-16,AL2611,4772,13266,13738,24000
2026-06-16,AL2612,4043,13416,15554,23990
2026-06-16,AL2612,4043,13416,15554,23990
2026-06-16,AL2612,4043,13416,15554,23990
2026-06-15,AL2610,14405,36107,39168,24355
2026-06-15,AL2610,14405,36107,39168,24355
2026-06-15,AL2610,14405,36107,39168,24355
2026-06-15,AL2611,1737,12885,13305,24370
2026-06-15,AL2611,1737,12885,13305,24370
2026-06-15,AL2611,1737,12885,13305,24370
2026-06-15,AL2612,2672,13154,15075,24375
2026-06-15,AL2612,2672,13154,15075,24375
2026-06-15,AL2612,2672,13154,15075,24375
2026-06-12,AL2610,13648,34876,37939,24290
2026-06-12,AL2610,13648,34876,37939,24290
2026-06-12,AL2610,13648,34876,37939,24290
2026-06-12,AL2611,4339,12903,13329,24310
2026-06-12,AL2611,4339,12903,13329,24310
2026-06-12,AL2611,4339,12903,13329,24310
2026-06-12,AL2612,2943,13411,15432,24305
2026-06-12,AL2612,2943,13411,15432,24305
2026-06-12,AL2612,2943,13411,15432,24305
2026-06-11,AL2610,12519,33556,36800,24155
2026-06-11,AL2610,12519,33556,36800,24155
2026-06-11,AL2610,12519,33556,36800,24155
2026-06-11,AL2611,3953,12816,13056,24190
2026-06-11,AL2611,3953,12816,13056,24190
2026-06-11,AL2611,3953,12816,13056,24190
2026-06-11,AL2612,3545,13258,15167,24175
2026-06-11,AL2612,3545,13258,15167,24175
2026-06-11,AL2612,3545,13258,15167,24175
2026-06-10,AL2610,18107,33077,36533,24100
2026-06-10,AL2610,18107,33077,36533,24100
2026-06-10,AL2610,18107,33077,36533,24100
2026-06-10,AL2612,3892,12722,14538,24125
2026-06-10,AL2612,3892,12722,14538,24125
2026-06-10,AL2612,3892,12722,14538,24125
2026-06-09,AL2610,6171,31485,35827,24210
2026-06-09,AL2610,6171,31485,35827,24210
2026-06-09,AL2610,6171,31485,35827,24210
2026-06-09,AL2612,3053,11770,13997,24210
2026-06-09,AL2612,3053,11770,13997,24210
2026-06-09,AL2612,3053,11770,13997,24210
2026-06-08,AL2610,17303,31330,36012,24245
2026-06-08,AL2610,17303,31330,36012,24245
2026-06-08,AL2610,17303,31330,36012,24245
2026-06-05,AL2610,12905,31345,35350,24440
2026-06-05,AL2610,12905,31345,35350,24440
2026-06-05,AL2610,12905,31345,35350,24440
2026-06-04,AL2610,10896,30515,34743,24515
2026-06-04,AL2610,10896,30515,34743,24515
2026-06-04,AL2610,10896,30515,34743,24515
2026-06-03,AL2610,16570,30538,35321,24815
2026-06-03,AL2610,16570,30538,35321,24815
2026-06-03,AL2610,16570,30538,35321,24815
2026-06-02,AL2610,20963,30005,34368,24715
2026-06-02,AL2610,20963,30005,34368,24715
2026-06-02,AL2610,20963,30005,34368,24715
2026-06-01,AL2610,5194,29905,34258,24455
2026-06-01,AL2610,5194,29905,34258,24455
2026-06-01,AL2610,5194,29905,34258,24455
2026-05-29,AL2610,6243,29935,34193,24475
2026-05-29,AL2610,6243,29935,34193,24475
2026-05-29,AL2610,6243,29935,34193,24475
2026-05-28,AL2610,11991,30624,34438,24425
2026-05-28,AL2610,11991,30624,34438,24425
2026-05-28,AL2610,11991,30624,34438,24425
2026-05-27,AL2610,6843,29542,33883,24700
2026-05-27,AL2610,6843,29542,33883,24700
2026-05-27,AL2610,6843,29542,33883,24700
2026-05-26,AL2610,13724,29320,33690,24535
2026-05-26,AL2610,13724,29320,33690,24535
2026-05-26,AL2610,13724,29320,33690,24535
2026-05-25,AL2610,7731,28844,33077,24545
2026-05-25,AL2610,7731,28844,33077,24545
2026-05-25,AL2610,7731,28844,33077,24545
2026-05-22,AL2610,9240,28104,32558,24615
2026-05-22,AL2610,9240,28104,32558,24615
2026-05-22,AL2610,9240,28104,32558,24615
2026-05-21,AL2610,16536,27232,31746,24625
2026-05-21,AL2610,16536,27232,31746,24625
2026-05-21,AL2610,16536,27232,31746,24625
2026-05-20,AL2610,6325,26329,30882,24550
2026-05-20,AL2610,6325,26329,30882,24550
2026-05-20,AL2610,6325,26329,30882,24550
2026-05-19,AL2610,10387,26283,30364,24525
2026-05-19,AL2610,10387,26283,30364,24525
2026-05-19,AL2610,10387,26283,30364,24525
2026-05-18,AL2610,8759,25416,29546,24310
2026-05-18,AL2610,8759,25416,29546,24310
2026-05-18,AL2610,8759,25416,29546,24310
2026-05-15,AL2610,9205,26168,30529,24595
2026-05-15,AL2610,9205,26168,30529,24595
2026-05-15,AL2610,9205,26168,30529,24595
2026-05-14,AL2610,17712,26291,30276,24960
2026-05-14,AL2610,17712,26291,30276,24960
2026-05-14,AL2610,17712,26291,30276,24960
2026-05-13,AL2610,17922,24164,26966,24785
2026-05-13,AL2610,17922,24164,26966,24785
2026-05-13,AL2610,17922,24164,26966,24785
2026-05-12,AL2610,6712,20255,22629,24710
2026-05-12,AL2610,6712,20255,22629,24710
2026-05-12,AL2610,6712,20255,22629,24710
2026-05-11,AL2610,15917,19648,21667,24640
2026-05-11,AL2610,15917,19648,21667,24640
2026-05-11,AL2610,15917,19648,21667,24640
2026-05-08,AL2610,5884,16409,17774,24540
2026-05-08,AL2610,5884,16409,17774,24540
2026-05-08,AL2610,5884,16409,17774,24540
2026-05-07,AL2610,9305,15848,17242,24440
2026-05-07,AL2610,9305,15848,17242,24440
2026-05-07,AL2610,9305,15848,17242,24440
2026-05-06,AL2610,8347,15798,17252,24735
2026-05-06,AL2610,8347,15798,17252,24735
2026-05-06,AL2610,8347,15798,17252,24735
2026-04-30,AL2610,4274,14063,15284,24515
2026-04-30,AL2610,4274,14063,15284,24515
2026-04-30,AL2610,4274,14063,15284,24515
2026-04-29,AL2610,10187,14158,15282,24700
2026-04-29,AL2610,10187,14158,15282,24700
2026-04-29,AL2610,10187,14158,15282,24700
