date,contract,board,rank,member_enc,qty,chg,member
2024-08-26,CU2409,volume,1,%D6%D0%D0%C5%C6%DA%BB%F5,12139,1914.0,中信期货
2024-08-26,CU2409,volume,2,%B6%AB%D6%A4%C6%DA%BB%F5,11474,3203.0,东证期货
2024-08-26,CU2409,volume,3,%B9%FA%CC%A9%BE%FD%B0%B2,8275,1112.0,国泰君安
2024-08-26,CU2409,volume,4,%BD%F0%C8%F0%C6%DA%BB%F5,7672,2623.0,金瑞期货
2024-08-26,CU2409,volume,5,%BA%A3%CD%A8%C6%DA%BB%F5,5018,919.0,海通期货
2024-08-26,CU2409,volume,6,%B9%FA%CD%B6%B0%B2%D0%C5,3779,3399.0,国投安信
2024-08-26,CU2409,volume,7,%B7%BD%D5%FD%D6%D0%C6%DA,3434,939.0,方正中期
2024-08-26,CU2409,volume,8,%D2%F8%BA%D3%C6%DA%BB%F5,3198,1817.0,银河期货
2024-08-26,CU2409,volume,9,%BB%AA%CC%A9%C6%DA%BB%F5,3007,-2038.0,华泰期货
2024-08-26,CU2409,volume,10,%D5%E3%C9%CC%C6%DA%BB%F5,2847,1579.0,浙商期货
2024-08-26,CU2409,volume,11,%D6%D0%CC%A9%C6%DA%BB%F5,2719,336.0,中泰期货
2024-08-26,CU2409,volume,12,%CE%E5%BF%F3%C6%DA%BB%F5,2306,-881.0,五矿期货
2024-08-26,CU2409,volume,13,%C4%CF%BB%AA%C6%DA%BB%F5,1886,-196.0,南华期货
2024-08-26,CU2409,volume,14,%CD%AD%B9%DA%BD%F0%D4%B4,1881,452.0,铜冠金源
2024-08-26,CU2409,volume,15,%D3%C0%B0%B2%C6%DA%BB%F5,1858,1035.0,永安期货
2024-08-26,CU2409,volume,16,%B9%FA%D0%C5%C6%DA%BB%F5,1765,88.0,国信期货
2024-08-26,CU2409,volume,17,%B1%A6%B3%C7%C6%DA%BB%F5,1680,1200.0,宝城期货
2024-08-26,CU2409,volume,18,%C9%EA%CD%F2%C6%DA%BB%F5,1654,634.0,申万期货
2024-08-26,CU2409,volume,19,%BD%F0%D4%AA%C6%DA%BB%F5,1610,1263.0,金元期货
2024-08-26,CU2409,volume,20,%B9%E3%B7%A2%C6%DA%BB%F5,1586,575.0,广发期货
2024-08-26,CU2409,volume,999,TOTAL,79788,,TOTAL
2024-08-26,CU2409,long,1,%CD%AD%B9%DA%BD%F0%D4%B4,8458,-394.0,铜冠金源
2024-08-26,CU2409,long,2,%BD%F0%C8%F0%C6%DA%BB%F5,8072,367.0,金瑞期货
2024-08-26,CU2409,long,3,%B9%FA%CC%A9%BE%FD%B0%B2,7321,-432.0,国泰君安
2024-08-26,CU2409,long,4,%BD%A8%D0%C5%C6%DA%BB%F5,5930,-106.0,建信期货
2024-08-26,CU2409,long,5,%D6%D0%D0%C5%C6%DA%BB%F5,5587,-1014.0,中信期货
2024-08-26,CU2409,long,6,%B6%AB%D6%A4%C6%DA%BB%F5,4481,1027.0,东证期货
2024-08-26,CU2409,long,7,%CE%E5%BF%F3%C6%DA%BB%F5,3413,-784.0,五矿期货
2024-08-26,CU2409,long,8,%D6%D0%C1%B8%C6%DA%BB%F5,3246,-215.0,中粮期货
2024-08-26,CU2409,long,9,%B7%BD%D5%FD%D6%D0%C6%DA,2952,-1911.0,方正中期
2024-08-26,CU2409,long,10,%B9%E3%D6%DD%C6%DA%BB%F5,2764,-248.0,广州期货
2024-08-26,CU2409,long,11,%D6%D0%BA%BD%C6%DA%BB%F5,2742,-93.0,中航期货
2024-08-26,CU2409,long,12,%B1%A6%B3%C7%C6%DA%BB%F5,2283,-381.0,宝城期货
2024-08-26,CU2409,long,13,%BA%EB%D2%B5%C6%DA%BB%F5,2188,-140.0,弘业期货
2024-08-26,CU2409,long,14,%D2%F8%BA%D3%C6%DA%BB%F5,2037,12.0,银河期货
2024-08-26,CU2409,long,15,%B9%E2%B4%F3%C6%DA%BB%F5,1925,-437.0,光大期货
2024-08-26,CU2409,long,16,%BB%AA%CC%A9%C6%DA%BB%F5,1740,-326.0,华泰期货
2024-08-26,CU2409,long,17,%B9%E3%B7%A2%C6%DA%BB%F5,1444,256.0,广发期货
2024-08-26,CU2409,long,18,%B6%AB%CE%E2%C6%DA%BB%F5,1416,-63.0,东吴期货
2024-08-26,CU2409,long,19,%D6%D0%D0%C5%BD%A8%CD%B6,1403,55.0,中信建投
2024-08-26,CU2409,long,20,%C8%F0%B4%EF%C6%DA%BB%F5,1395,-10.0,瑞达期货
2024-08-26,CU2409,long,999,TOTAL,70797,,TOTAL
2024-08-26,CU2409,short,1,%BD%F0%C8%F0%C6%DA%BB%F5,11052,-3353.0,金瑞期货
2024-08-26,CU2409,short,2,%D6%D0%D0%C5%C6%DA%BB%F5,10096,-1673.0,中信期货
2024-08-26,CU2409,short,3,%B9%FA%CC%A9%BE%FD%B0%B2,4807,-641.0,国泰君安
2024-08-26,CU2409,short,4,%CE%E5%BF%F3%C6%DA%BB%F5,4096,-215.0,五矿期货
2024-08-26,CU2409,short,5,%C9%BD%BD%F0%C6%DA%BB%F5,4045,-201.0,山金期货
2024-08-26,CU2409,short,6,%B6%AB%D6%A4%C6%DA%BB%F5,3556,149.0,东证期货
2024-08-26,CU2409,short,7,%D2%F8%BA%D3%C6%DA%BB%F5,2989,-265.0,银河期货
2024-08-26,CU2409,short,8,%BB%AA%CC%A9%C6%DA%BB%F5,2828,-281.0,华泰期货
2024-08-26,CU2409,short,9,%D6%D0%CC%A9%C6%DA%BB%F5,2653,139.0,中泰期货
2024-08-26,CU2409,short,10,%B9%FA%CD%B6%B0%B2%D0%C5,2356,-475.0,国投安信
2024-08-26,CU2409,short,11,%CD%AD%B9%DA%BD%F0%D4%B4,2235,293.0,铜冠金源
2024-08-26,CU2409,short,12,%B9%FA%C3%B3%C6%DA%BB%F5,2134,-22.0,国贸期货
2024-08-26,CU2409,short,13,%D6%D0%C1%B8%C6%DA%BB%F5,2060,4.0,中粮期货
2024-08-26,CU2409,short,14,%D4%C6%B3%BF%C6%DA%BB%F5,1762,-59.0,云晨期货
2024-08-26,CU2409,short,15,%C4%CF%BB%AA%C6%DA%BB%F5,1679,202.0,南华期货
2024-08-26,CU2409,short,16,%B9%E2%B4%F3%C6%DA%BB%F5,1462,468.0,光大期货
2024-08-26,CU2409,short,17,%D2%BB%B5%C2%C6%DA%BB%F5,1413,-718.0,一德期货
2024-08-26,CU2409,short,18,%D3%C0%B0%B2%C6%DA%BB%F5,1385,-774.0,永安期货
2024-08-26,CU2409,short,19,%D7%CF%BD%F0%CC%EC%B7%E7,1253,-155.0,紫金天风
2024-08-26,CU2409,short,20,%BA%EB%D2%B5%C6%DA%BB%F5,1210,182.0,弘业期货
2024-08-26,CU2409,short,999,TOTAL,65071,,TOTAL
2024-08-27,CU2409,volume,1,%D6%D0%D0%C5%C6%DA%BB%F5,7416,-4723.0,中信期货
2024-08-27,CU2409,volume,2,%B6%AB%D6%A4%C6%DA%BB%F5,6258,-5216.0,东证期货
2024-08-27,CU2409,volume,3,%BD%F0%C8%F0%C6%DA%BB%F5,5154,-2518.0,金瑞期货
2024-08-27,CU2409,volume,4,%B9%FA%CC%A9%BE%FD%B0%B2,5094,-3181.0,国泰君安
2024-08-27,CU2409,volume,5,%BA%A3%CD%A8%C6%DA%BB%F5,2758,-2260.0,海通期货
2024-08-27,CU2409,volume,6,%D6%D0%CC%A9%C6%DA%BB%F5,2020,-699.0,中泰期货
2024-08-27,CU2409,volume,7,%B7%BD%D5%FD%D6%D0%C6%DA,1811,-1623.0,方正中期
2024-08-27,CU2409,volume,8,%D4%C6%B3%BF%C6%DA%BB%F5,1595,950.0,云晨期货
2024-08-27,CU2409,volume,9,%CE%E5%BF%F3%C6%DA%BB%F5,1577,-729.0,五矿期货
2024-08-27,CU2409,volume,10,%C4%CF%BB%AA%C6%DA%BB%F5,1547,-339.0,南华期货
2024-08-27,CU2409,volume,11,%B9%E2%B4%F3%C6%DA%BB%F5,1464,185.0,光大期货
2024-08-27,CU2409,volume,12,%D6%D0%BB%D4%C6%DA%BB%F5,1186,84.0,中辉期货
2024-08-27,CU2409,volume,13,%C9%BD%BD%F0%C6%DA%BB%F5,1181,466.0,山金期货
2024-08-27,CU2409,volume,14,%D6%D0%C1%B8%C6%DA%BB%F5,1142,471.0,中粮期货
2024-08-27,CU2409,volume,15,%BB%AA%CC%A9%C6%DA%BB%F5,1113,-1894.0,华泰期货
2024-08-27,CU2409,volume,16,%B9%FA%C3%B3%C6%DA%BB%F5,1069,286.0,国贸期货
2024-08-27,CU2409,volume,17,%D2%F8%BA%D3%C6%DA%BB%F5,1036,-2162.0,银河期货
2024-08-27,CU2409,volume,18,%CD%AD%B9%DA%BD%F0%D4%B4,979,-902.0,铜冠金源
2024-08-27,CU2409,volume,19,%BB%AA%CE%C5%C6%DA%BB%F5,903,96.0,华闻期货
2024-08-27,CU2409,volume,20,%B1%A6%B3%C7%C6%DA%BB%F5,893,-787.0,宝城期货
2024-08-27,CU2409,volume,999,TOTAL,46196,,TOTAL
2024-08-27,CU2409,long,1,%CD%AD%B9%DA%BD%F0%D4%B4,8155,-303.0,铜冠金源
2024-08-27,CU2409,long,2,%BD%F0%C8%F0%C6%DA%BB%F5,7184,-888.0,金瑞期货
2024-08-27,CU2409,long,3,%B9%FA%CC%A9%BE%FD%B0%B2,5990,-1331.0,国泰君安
2024-08-27,CU2409,long,4,%BD%A8%D0%C5%C6%DA%BB%F5,5925,-5.0,建信期货
2024-08-27,CU2409,long,5,%D6%D0%D0%C5%C6%DA%BB%F5,4640,-947.0,中信期货
2024-08-27,CU2409,long,6,%B6%AB%D6%A4%C6%DA%BB%F5,3289,-1192.0,东证期货
2024-08-27,CU2409,long,7,%B7%BD%D5%FD%D6%D0%C6%DA,2869,-83.0,方正中期
2024-08-27,CU2409,long,8,%B9%E3%D6%DD%C6%DA%BB%F5,2757,-7.0,广州期货
2024-08-27,CU2409,long,9,%CE%E5%BF%F3%C6%DA%BB%F5,2756,-657.0,五矿期货
2024-08-27,CU2409,long,10,%D6%D0%C1%B8%C6%DA%BB%F5,2756,-490.0,中粮期货
2024-08-27,CU2409,long,11,%D6%D0%BA%BD%C6%DA%BB%F5,2627,-115.0,中航期货
2024-08-27,CU2409,long,12,%B1%A6%B3%C7%C6%DA%BB%F5,2293,10.0,宝城期货
2024-08-27,CU2409,long,13,%BA%EB%D2%B5%C6%DA%BB%F5,2046,-142.0,弘业期货
2024-08-27,CU2409,long,14,%D2%F8%BA%D3%C6%DA%BB%F5,1812,-225.0,银河期货
2024-08-27,CU2409,long,15,%BB%AA%CC%A9%C6%DA%BB%F5,1563,-177.0,华泰期货
2024-08-27,CU2409,long,16,%C8%F0%B4%EF%C6%DA%BB%F5,1399,4.0,瑞达期货
2024-08-27,CU2409,long,17,%B6%AB%CE%E2%C6%DA%BB%F5,1369,-47.0,东吴期货
2024-08-27,CU2409,long,18,%D6%D0%D0%C5%BD%A8%CD%B6,1354,-49.0,中信建投
2024-08-27,CU2409,long,19,%D5%E3%C9%CC%C6%DA%BB%F5,1342,30.0,浙商期货
2024-08-27,CU2409,long,20,%C9%EA%CD%F2%C6%DA%BB%F5,1286,-72.0,申万期货
2024-08-27,CU2409,long,999,TOTAL,63412,,TOTAL
2024-08-27,CU2409,short,1,%BD%F0%C8%F0%C6%DA%BB%F5,9312,-1740.0,金瑞期货
2024-08-27,CU2409,short,2,%D6%D0%D0%C5%C6%DA%BB%F5,8633,-1463.0,中信期货
2024-08-27,CU2409,short,3,%B9%FA%CC%A9%BE%FD%B0%B2,4664,-143.0,国泰君安
2024-08-27,CU2409,short,4,%CE%E5%BF%F3%C6%DA%BB%F5,3746,-350.0,五矿期货
2024-08-27,CU2409,short,5,%C9%BD%BD%F0%C6%DA%BB%F5,3745,-300.0,山金期货
2024-08-27,CU2409,short,6,%B6%AB%D6%A4%C6%DA%BB%F5,2958,-598.0,东证期货
2024-08-27,CU2409,short,7,%D2%F8%BA%D3%C6%DA%BB%F5,2610,-379.0,银河期货
2024-08-27,CU2409,short,8,%CD%AD%B9%DA%BD%F0%D4%B4,2501,266.0,铜冠金源
2024-08-27,CU2409,short,9,%D6%D0%CC%A9%C6%DA%BB%F5,2434,-219.0,中泰期货
2024-08-27,CU2409,short,10,%BB%AA%CC%A9%C6%DA%BB%F5,2178,-650.0,华泰期货
2024-08-27,CU2409,short,11,%D6%D0%C1%B8%C6%DA%BB%F5,1980,-80.0,中粮期货
2024-08-27,CU2409,short,12,%B9%FA%CD%B6%B0%B2%D0%C5,1749,-607.0,国投安信
2024-08-27,CU2409,short,13,%B9%FA%C3%B3%C6%DA%BB%F5,1649,-485.0,国贸期货
2024-08-27,CU2409,short,14,%D2%BB%B5%C2%C6%DA%BB%F5,1433,20.0,一德期货
2024-08-27,CU2409,short,15,%B9%E2%B4%F3%C6%DA%BB%F5,1416,-46.0,光大期货
2024-08-27,CU2409,short,16,%C4%CF%BB%AA%C6%DA%BB%F5,1410,-269.0,南华期货
2024-08-27,CU2409,short,17,%D4%C6%B3%BF%C6%DA%BB%F5,1409,-353.0,云晨期货
2024-08-27,CU2409,short,18,%D3%C0%B0%B2%C6%DA%BB%F5,1337,-48.0,永安期货
2024-08-27,CU2409,short,19,%BA%A3%CD%A8%C6%DA%BB%F5,1211,94.0,海通期货
2024-08-27,CU2409,short,20,%CE%EF%B2%FA%D6%D0%B4%F3,1132,57.0,物产中大
2024-08-27,CU2409,short,999,TOTAL,57507,,TOTAL
2024-08-30,CU2409,volume,1,%BD%F0%C8%F0%C6%DA%BB%F5,5365,-239.0,金瑞期货
2024-08-30,CU2409,volume,2,%D6%D0%D0%C5%C6%DA%BB%F5,5291,-579.0,中信期货
2024-08-30,CU2409,volume,3,%B6%AB%D6%A4%C6%DA%BB%F5,4243,-1210.0,东证期货
2024-08-30,CU2409,volume,4,%B9%FA%CC%A9%BE%FD%B0%B2,3204,-3146.0,国泰君安
2024-08-30,CU2409,volume,5,%D2%F8%BA%D3%C6%DA%BB%F5,2694,1393.0,银河期货
2024-08-30,CU2409,volume,6,%CE%E5%BF%F3%C6%DA%BB%F5,2622,349.0,五矿期货
2024-08-30,CU2409,volume,7,%D4%C6%B3%BF%C6%DA%BB%F5,2551,1159.0,云晨期货
2024-08-30,CU2409,volume,8,%B7%BD%D5%FD%D6%D0%C6%DA,2084,627.0,方正中期
2024-08-30,CU2409,volume,9,%BA%A3%CD%A8%C6%DA%BB%F5,1936,-1686.0,海通期货
2024-08-30,CU2409,volume,10,%D6%D0%C1%B8%C6%DA%BB%F5,1709,97.0,中粮期货
2024-08-30,CU2409,volume,11,%B9%FA%C3%B3%C6%DA%BB%F5,1660,761.0,国贸期货
2024-08-30,CU2409,volume,12,%BB%AA%CE%C5%C6%DA%BB%F5,1532,1100.0,华闻期货
2024-08-30,CU2409,volume,13,%BD%A8%D0%C5%C6%DA%BB%F5,1357,-355.0,建信期货
2024-08-30,CU2409,volume,14,%D6%D0%BB%D4%C6%DA%BB%F5,1172,139.0,中辉期货
2024-08-30,CU2409,volume,15,%D5%E3%C9%CC%C6%DA%BB%F5,1114,204.0,浙商期货
2024-08-30,CU2409,volume,16,%CE%EF%B2%FA%D6%D0%B4%F3,1035,-30.0,物产中大
2024-08-30,CU2409,volume,17,%BA%EB%D2%B5%C6%DA%BB%F5,995,424.0,弘业期货
2024-08-30,CU2409,volume,18,%CD%AD%B9%DA%BD%F0%D4%B4,960,168.0,铜冠金源
2024-08-30,CU2409,volume,19,%BB%AA%CC%A9%C6%DA%BB%F5,875,-188.0,华泰期货
2024-08-30,CU2409,volume,20,%BB%AA%B0%B2%C6%DA%BB%F5,807,678.0,华安期货
2024-08-30,CU2409,volume,999,TOTAL,43206,,TOTAL
2024-08-30,CU2409,long,1,%CD%AD%B9%DA%BD%F0%D4%B4,8265,52.0,铜冠金源
2024-08-30,CU2409,long,2,%BD%F0%C8%F0%C6%DA%BB%F5,5245,-1819.0,金瑞期货
2024-08-30,CU2409,long,3,%BD%A8%D0%C5%C6%DA%BB%F5,3960,-1012.0,建信期货
2024-08-30,CU2409,long,4,%B9%FA%CC%A9%BE%FD%B0%B2,3870,211.0,国泰君安
2024-08-30,CU2409,long,5,%D6%D0%D0%C5%C6%DA%BB%F5,3310,-269.0,中信期货
2024-08-30,CU2409,long,6,%D6%D0%BA%BD%C6%DA%BB%F5,2680,5.0,中航期货
2024-08-30,CU2409,long,7,%CE%E5%BF%F3%C6%DA%BB%F5,2610,358.0,五矿期货
2024-08-30,CU2409,long,8,%B9%E3%D6%DD%C6%DA%BB%F5,2330,-115.0,广州期货
2024-08-30,CU2409,long,9,%BA%EB%D2%B5%C6%DA%BB%F5,1490,-260.0,弘业期货
2024-08-30,CU2409,long,10,%C8%F0%B4%EF%C6%DA%BB%F5,1360,-69.0,瑞达期货
2024-08-30,CU2409,long,11,%B6%AB%D6%A4%C6%DA%BB%F5,1305,-639.0,东证期货
2024-08-30,CU2409,long,12,%B7%BD%D5%FD%D6%D0%C6%DA,1250,-526.0,方正中期
2024-08-30,CU2409,long,13,%BB%AA%CC%A9%C6%DA%BB%F5,1210,-121.0,华泰期货
2024-08-30,CU2409,long,14,%D6%D0%D0%C5%BD%A8%CD%B6,1159,-83.0,中信建投
2024-08-30,CU2409,long,15,%BB%AA%F6%CE%C6%DA%BB%F5,1140,-23.0,华鑫期货
2024-08-30,CU2409,long,16,%D2%F8%BA%D3%C6%DA%BB%F5,1015,-558.0,银河期货
2024-08-30,CU2409,long,17,%C9%EA%CD%F2%C6%DA%BB%F5,995,-276.0,申万期货
2024-08-30,CU2409,long,18,%D2%BB%B5%C2%C6%DA%BB%F5,955,-250.0,一德期货
2024-08-30,CU2409,long,19,%B9%E2%B4%F3%C6%DA%BB%F5,935,-8.0,光大期货
2024-08-30,CU2409,long,20,%B6%AB%CE%E2%C6%DA%BB%F5,890,-100.0,东吴期货
2024-08-30,CU2409,long,999,TOTAL,45974,,TOTAL
2024-08-30,CU2409,short,1,%BD%F0%C8%F0%C6%DA%BB%F5,8535,-1252.0,金瑞期货
2024-08-30,CU2409,short,2,%D6%D0%D0%C5%C6%DA%BB%F5,6405,-1578.0,中信期货
2024-08-30,CU2409,short,3,%C9%BD%BD%F0%C6%DA%BB%F5,3520,-64.0,山金期货
2024-08-30,CU2409,short,4,%B9%FA%CC%A9%BE%FD%B0%B2,2755,-231.0,国泰君安
2024-08-30,CU2409,short,5,%CD%AD%B9%DA%BD%F0%D4%B4,2730,56.0,铜冠金源
2024-08-30,CU2409,short,6,%D2%F8%BA%D3%C6%DA%BB%F5,2495,-4.0,银河期货
2024-08-30,CU2409,short,7,%D6%D0%C1%B8%C6%DA%BB%F5,2119,375.0,中粮期货
2024-08-30,CU2409,short,8,%CE%E5%BF%F3%C6%DA%BB%F5,1932,-402.0,五矿期货
2024-08-30,CU2409,short,9,%B6%AB%D6%A4%C6%DA%BB%F5,1505,-404.0,东证期货
2024-08-30,CU2409,short,10,%D4%C6%B3%BF%C6%DA%BB%F5,1470,979.0,云晨期货
2024-08-30,CU2409,short,11,%B9%FA%CD%B6%B0%B2%D0%C5,1410,-279.0,国投安信
2024-08-30,CU2409,short,12,%B9%FA%C3%B3%C6%DA%BB%F5,1380,-46.0,国贸期货
2024-08-30,CU2409,short,13,%BB%AA%CC%A9%C6%DA%BB%F5,1365,-222.0,华泰期货
2024-08-30,CU2409,short,14,%D2%BB%B5%C2%C6%DA%BB%F5,1060,-171.0,一德期货
2024-08-30,CU2409,short,15,%C4%CF%BB%AA%C6%DA%BB%F5,1055,-81.0,南华期货
2024-08-30,CU2409,short,16,%BA%A3%CD%A8%C6%DA%BB%F5,1025,-189.0,海通期货
2024-08-30,CU2409,short,17,%D6%D0%CC%A9%C6%DA%BB%F5,946,-460.0,中泰期货
2024-08-30,CU2409,short,18,%D6%D0%D0%C5%BD%A8%CD%B6,741,-83.0,中信建投
2024-08-30,CU2409,short,19,%D6%D0%BD%F0%C6%DA%BB%F5,695,-3.0,中金期货
2024-08-30,CU2409,short,20,%B3%A4%BD%AD%C6%DA%BB%F5,635,-53.0,长江期货
2024-08-30,CU2409,short,999,TOTAL,43778,,TOTAL
2024-09-02,CU2409,volume,1,%BD%F0%C8%F0%C6%DA%BB%F5,5365,0.0,金瑞期货
2024-09-02,CU2409,volume,2,%BB%AA%CE%C5%C6%DA%BB%F5,2770,1238.0,华闻期货
2024-09-02,CU2409,volume,3,%B9%FA%CC%A9%BE%FD%B0%B2,2480,-724.0,国泰君安
2024-09-02,CU2409,volume,4,%D4%C6%B3%BF%C6%DA%BB%F5,2200,-351.0,云晨期货
2024-09-02,CU2409,volume,5,%B7%BD%D5%FD%D6%D0%C6%DA,2165,81.0,方正中期
2024-09-02,CU2409,volume,6,%D6%D0%D0%C5%C6%DA%BB%F5,1850,-3441.0,中信期货
2024-09-02,CU2409,volume,7,%CE%E5%BF%F3%C6%DA%BB%F5,1717,-905.0,五矿期货
2024-09-02,CU2409,volume,8,%CD%AD%B9%DA%BD%F0%D4%B4,1645,685.0,铜冠金源
2024-09-02,CU2409,volume,9,%B9%FA%C3%B3%C6%DA%BB%F5,1590,-70.0,国贸期货
2024-09-02,CU2409,volume,10,%B6%AB%D6%A4%C6%DA%BB%F5,1480,-2763.0,东证期货
2024-09-02,CU2409,volume,11,%D2%F8%BA%D3%C6%DA%BB%F5,1450,-1244.0,银河期货
2024-09-02,CU2409,volume,12,%BD%A8%D0%C5%C6%DA%BB%F5,1115,-242.0,建信期货
2024-09-02,CU2409,volume,13,%B9%E3%D6%DD%C6%DA%BB%F5,1070,877.0,广州期货
2024-09-02,CU2409,volume,14,%D6%D0%BB%D4%C6%DA%BB%F5,1065,-107.0,中辉期货
2024-09-02,CU2409,volume,15,%D6%D0%BA%BD%C6%DA%BB%F5,955,694.0,中航期货
2024-09-02,CU2409,volume,16,%B9%E2%B4%F3%C6%DA%BB%F5,905,211.0,光大期货
2024-09-02,CU2409,volume,17,%D7%CF%BD%F0%CC%EC%B7%E7,875,381.0,紫金天风
2024-09-02,CU2409,volume,18,%B6%AB%CE%E2%C6%DA%BB%F5,755,473.0,东吴期货
2024-09-02,CU2409,volume,19,%C9%BD%BD%F0%C6%DA%BB%F5,705,600.0,山金期货
2024-09-02,CU2409,volume,20,%C9%EA%CD%F2%C6%DA%BB%F5,695,231.0,申万期货
2024-09-02,CU2409,volume,999,TOTAL,32852,,TOTAL
2024-09-02,CU2409,long,1,%CD%AD%B9%DA%BD%F0%D4%B4,7280,-985.0,铜冠金源
2024-09-02,CU2409,long,2,%BD%F0%C8%F0%C6%DA%BB%F5,4305,-940.0,金瑞期货
2024-09-02,CU2409,long,3,%B9%FA%CC%A9%BE%FD%B0%B2,4060,190.0,国泰君安
2024-09-02,CU2409,long,4,%D6%D0%D0%C5%C6%DA%BB%F5,3370,60.0,中信期货
2024-09-02,CU2409,long,5,%BD%A8%D0%C5%C6%DA%BB%F5,3300,-660.0,建信期货
2024-09-02,CU2409,long,6,%CE%E5%BF%F3%C6%DA%BB%F5,2350,-260.0,五矿期货
2024-09-02,CU2409,long,7,%D6%D0%BA%BD%C6%DA%BB%F5,1930,-750.0,中航期货
2024-09-02,CU2409,long,8,%B7%BD%D5%FD%D6%D0%C6%DA,1455,205.0,方正中期
2024-09-02,CU2409,long,9,%B9%E3%D6%DD%C6%DA%BB%F5,1440,-890.0,广州期货
2024-09-02,CU2409,long,10,%B6%AB%D6%A4%C6%DA%BB%F5,1435,130.0,东证期货
2024-09-02,CU2409,long,11,%C8%F0%B4%EF%C6%DA%BB%F5,1340,-20.0,瑞达期货
2024-09-02,CU2409,long,12,%BA%EB%D2%B5%C6%DA%BB%F5,1265,-225.0,弘业期货
2024-09-02,CU2409,long,13,%C9%EA%CD%F2%C6%DA%BB%F5,1105,110.0,申万期货
2024-09-02,CU2409,long,14,%D6%D0%D0%C5%BD%A8%CD%B6,1070,-89.0,中信建投
2024-09-02,CU2409,long,15,%BB%AA%CC%A9%C6%DA%BB%F5,1055,-155.0,华泰期货
2024-09-02,CU2409,long,16,%B9%E2%B4%F3%C6%DA%BB%F5,970,35.0,光大期货
2024-09-02,CU2409,long,17,%BB%AA%F6%CE%C6%DA%BB%F5,875,-265.0,华鑫期货
2024-09-02,CU2409,long,18,%B9%FA%C3%B3%C6%DA%BB%F5,850,30.0,国贸期货
2024-09-02,CU2409,long,19,%D2%F8%BA%D3%C6%DA%BB%F5,835,-180.0,银河期货
2024-09-02,CU2409,long,20,%D2%BB%B5%C2%C6%DA%BB%F5,785,-170.0,一德期货
2024-09-02,CU2409,long,999,TOTAL,41075,,TOTAL
2024-09-02,CU2409,short,1,%BD%F0%C8%F0%C6%DA%BB%F5,8300,-235.0,金瑞期货
2024-09-02,CU2409,short,2,%D6%D0%D0%C5%C6%DA%BB%F5,6005,-400.0,中信期货
2024-09-02,CU2409,short,3,%C9%BD%BD%F0%C6%DA%BB%F5,3155,-365.0,山金期货
2024-09-02,CU2409,short,4,%B9%FA%CC%A9%BE%FD%B0%B2,2555,-200.0,国泰君安
2024-09-02,CU2409,short,5,%CD%AD%B9%DA%BD%F0%D4%B4,2360,-370.0,铜冠金源
2024-09-02,CU2409,short,6,%D2%F8%BA%D3%C6%DA%BB%F5,2325,-170.0,银河期货
2024-09-02,CU2409,short,7,%D6%D0%C1%B8%C6%DA%BB%F5,1985,-134.0,中粮期货
2024-09-02,CU2409,short,8,%CE%E5%BF%F3%C6%DA%BB%F5,1555,-377.0,五矿期货
2024-09-02,CU2409,short,9,%B6%AB%D6%A4%C6%DA%BB%F5,1375,-130.0,东证期货
2024-09-02,CU2409,short,10,%B9%FA%C3%B3%C6%DA%BB%F5,1340,-40.0,国贸期货
2024-09-02,CU2409,short,11,%B9%FA%CD%B6%B0%B2%D0%C5,1315,-95.0,国投安信
2024-09-02,CU2409,short,12,%BB%AA%CC%A9%C6%DA%BB%F5,1205,-160.0,华泰期货
2024-09-02,CU2409,short,13,%D2%BB%B5%C2%C6%DA%BB%F5,1010,-50.0,一德期货
2024-09-02,CU2409,short,14,%C4%CF%BB%AA%C6%DA%BB%F5,1005,-50.0,南华期货
2024-09-02,CU2409,short,15,%D6%D0%CC%A9%C6%DA%BB%F5,840,-106.0,中泰期货
2024-09-02,CU2409,short,16,%D6%D0%D0%C5%BD%A8%CD%B6,775,34.0,中信建投
2024-09-02,CU2409,short,17,%BA%A3%CD%A8%C6%DA%BB%F5,765,-260.0,海通期货
2024-09-02,CU2409,short,18,%B9%E2%B4%F3%C6%DA%BB%F5,565,0.0,光大期货
2024-09-02,CU2409,short,19,%B3%A4%BD%AD%C6%DA%BB%F5,545,-90.0,长江期货
2024-09-02,CU2409,short,20,%B9%E3%B7%A2%C6%DA%BB%F5,515,-30.0,广发期货
2024-09-02,CU2409,short,999,TOTAL,39495,,TOTAL
2024-09-03,CU2409,volume,1,%BD%F0%C8%F0%C6%DA%BB%F5,4620,-745.0,金瑞期货
2024-09-03,CU2409,volume,2,%CD%AD%B9%DA%BD%F0%D4%B4,3265,1620.0,铜冠金源
2024-09-03,CU2409,volume,3,%D4%C6%B3%BF%C6%DA%BB%F5,3020,820.0,云晨期货
2024-09-03,CU2409,volume,4,%B9%FA%CC%A9%BE%FD%B0%B2,2835,355.0,国泰君安
2024-09-03,CU2409,volume,5,%D6%D0%D0%C5%C6%DA%BB%F5,2790,940.0,中信期货
2024-09-03,CU2409,volume,6,%BB%AA%CE%C5%C6%DA%BB%F5,2070,-700.0,华闻期货
2024-09-03,CU2409,volume,7,%B9%E2%B4%F3%C6%DA%BB%F5,2045,1140.0,光大期货
2024-09-03,CU2409,volume,8,%D2%F8%BA%D3%C6%DA%BB%F5,1860,410.0,银河期货
