date,contract,board,rank,member_enc,qty,chg,member
2025-08-29,CU2509,short,9,%D4%C6%B3%BF%C6%DA%BB%F5,1810,-15.0,云晨期货
2025-08-29,CU2509,short,10,%C9%EA%CD%F2%C6%DA%BB%F5,1550,-165.0,申万期货
2025-08-29,CU2509,short,11,%CD%AD%B9%DA%BD%F0%D4%B4,1360,-233.0,铜冠金源
2025-08-29,CU2509,short,12,%B6%AB%CE%E2%C6%DA%BB%F5,1165,-280.0,东吴期货
2025-08-29,CU2509,short,13,%D7%CF%BD%F0%CC%EC%B7%E7,1150,-507.0,紫金天风
2025-08-29,CU2509,short,14,%BA%EB%D2%B5%C6%DA%BB%F5,1095,21.0,弘业期货
2025-08-29,CU2509,short,15,%D5%D0%C9%CC%C6%DA%BB%F5,1060,-20.0,招商期货
2025-08-29,CU2509,short,16,%D6%D0%C1%B8%C6%DA%BB%F5,940,-35.0,中粮期货
2025-08-29,CU2509,short,17,%D0%CB%D2%B5%C6%DA%BB%F5,890,-104.0,兴业期货
2025-08-29,CU2509,short,18,%BD%A8%D0%C5%C6%DA%BB%F5,880,-142.0,建信期货
2025-08-29,CU2509,short,19,%D2%F8%BA%D3%C6%DA%BB%F5,860,-255.0,银河期货
2025-08-29,CU2509,short,20,%C4%CF%BB%AA%C6%DA%BB%F5,810,-864.0,南华期货
2025-08-29,CU2509,short,999,TOTAL,43195,,TOTAL
2025-09-01,CU2509,volume,1,%D6%D0%D0%C5%C6%DA%BB%F5,3515,21.0,中信期货
2025-09-01,CU2509,volume,2,%B6%AB%D6%A4%C6%DA%BB%F5,3321,-1830.0,东证期货
2025-09-01,CU2509,volume,3,%BD%F0%C8%F0%C6%DA%BB%F5,3020,-1430.0,金瑞期货
2025-09-01,CU2509,volume,4,%B9%E2%B4%F3%C6%DA%BB%F5,2385,1525.0,光大期货
2025-09-01,CU2509,volume,5,%D2%F8%BA%D3%C6%DA%BB%F5,1770,-569.0,银河期货
2025-09-01,CU2509,volume,6,%CE%E5%BF%F3%C6%DA%BB%F5,1185,-295.0,五矿期货
2025-09-01,CU2509,volume,7,%C9%EA%CD%F2%C6%DA%BB%F5,1100,601.0,申万期货
2025-09-01,CU2509,volume,8,%BB%AA%CE%C5%C6%DA%BB%F5,1005,898.0,华闻期货
2025-09-01,CU2509,volume,9,%CD%AD%B9%DA%BD%F0%D4%B4,974,-674.0,铜冠金源
2025-09-01,CU2509,volume,10,%BA%EB%D2%B5%C6%DA%BB%F5,870,628.0,弘业期货
2025-09-01,CU2509,volume,11,%B9%E3%B7%A2%C6%DA%BB%F5,870,-324.0,广发期货
2025-09-01,CU2509,volume,12,%B9%FA%CC%A9%BE%FD%B0%B2,845,-1498.0,国泰君安
2025-09-01,CU2509,volume,13,%D4%C6%B3%BF%C6%DA%BB%F5,835,560.0,云晨期货
2025-09-01,CU2509,volume,14,%D6%D0%C1%B8%C6%DA%BB%F5,820,-1015.0,中粮期货
2025-09-01,CU2509,volume,15,%B9%FA%D4%AA%C6%DA%BB%F5,790,-286.0,国元期货
2025-09-01,CU2509,volume,16,%B9%FA%C3%B3%C6%DA%BB%F5,716,275.0,国贸期货
2025-09-01,CU2509,volume,17,%BA%A3%CD%A8%C6%DA%BB%F5,685,287.0,海通期货
2025-09-01,CU2509,volume,18,%D6%D0%CC%A9%C6%DA%BB%F5,592,-796.0,中泰期货
2025-09-01,CU2509,volume,19,%B9%FA%CD%B6%C6%DA%BB%F5,580,-478.0,国投期货
2025-09-01,CU2509,volume,20,%B6%AB%BA%A3%C6%DA%BB%F5,560,37.0,东海期货
2025-09-01,CU2509,volume,999,TOTAL,26438,,TOTAL
2025-09-01,CU2509,long,1,%D2%F8%BA%D3%C6%DA%BB%F5,7455,-710.0,银河期货
2025-09-01,CU2509,long,2,%D6%D0%C1%B8%C6%DA%BB%F5,4970,545.0,中粮期货
2025-09-01,CU2509,long,3,%D6%D0%D0%C5%C6%DA%BB%F5,4270,-705.0,中信期货
2025-09-01,CU2509,long,4,%CD%AD%B9%DA%BD%F0%D4%B4,4045,-369.0,铜冠金源
2025-09-01,CU2509,long,5,%BD%A8%D0%C5%C6%DA%BB%F5,3405,-25.0,建信期货
2025-09-01,CU2509,long,6,%D4%C6%B3%BF%C6%DA%BB%F5,2430,-315.0,云晨期货
2025-09-01,CU2509,long,7,%B9%FA%CC%A9%BE%FD%B0%B2,2110,-35.0,国泰君安
2025-09-01,CU2509,long,8,%B9%E3%D6%DD%C6%DA%BB%F5,2030,-50.0,广州期货
2025-09-01,CU2509,long,9,%BD%F0%C8%F0%C6%DA%BB%F5,1825,-820.0,金瑞期货
2025-09-01,CU2509,long,10,%BB%AA%B0%B2%C6%DA%BB%F5,1210,-25.0,华安期货
2025-09-01,CU2509,long,11,%D6%D0%D2%F8%C6%DA%BB%F5,1205,-85.0,中银期货
2025-09-01,CU2509,long,12,%B9%FA%CD%B6%C6%DA%BB%F5,1055,-80.0,国投期货
2025-09-01,CU2509,long,13,%D2%BB%B5%C2%C6%DA%BB%F5,1005,25.0,一德期货
2025-09-01,CU2509,long,14,%B6%AB%D0%CB%C6%DA%BB%F5,965,100.0,东兴期货
2025-09-01,CU2509,long,15,%B9%E3%B7%A2%C6%DA%BB%F5,950,30.0,广发期货
2025-09-01,CU2509,long,16,%B2%C6%D0%C5%C6%DA%BB%F5,950,-20.0,财信期货
2025-09-01,CU2509,long,17,%BA%A3%D6%A4%C6%DA%BB%F5,905,0.0,海证期货
2025-09-01,CU2509,long,18,%B6%AB%CE%E2%C6%DA%BB%F5,805,-30.0,东吴期货
2025-09-01,CU2509,long,19,%B6%AB%D6%A4%C6%DA%BB%F5,780,-137.0,东证期货
2025-09-01,CU2509,long,20,%D6%D0%CC%A9%C6%DA%BB%F5,770,-1.0,中泰期货
2025-09-01,CU2509,long,999,TOTAL,43140,,TOTAL
2025-09-01,CU2509,short,1,%CE%E5%BF%F3%C6%DA%BB%F5,7235,-785.0,五矿期货
2025-09-01,CU2509,short,2,%D6%D0%D0%C5%C6%DA%BB%F5,5815,20.0,中信期货
2025-09-01,CU2509,short,3,%BD%F0%C8%F0%C6%DA%BB%F5,4375,-830.0,金瑞期货
2025-09-01,CU2509,short,4,%B9%FA%C3%B3%C6%DA%BB%F5,2475,-176.0,国贸期货
2025-09-01,CU2509,short,5,%B9%FA%CC%A9%BE%FD%B0%B2,2165,-90.0,国泰君安
2025-09-01,CU2509,short,6,%BB%AA%CC%A9%C6%DA%BB%F5,1810,-100.0,华泰期货
2025-09-01,CU2509,short,7,%C9%EA%CD%F2%C6%DA%BB%F5,1615,65.0,申万期货
2025-09-01,CU2509,short,8,%B6%AB%D6%A4%C6%DA%BB%F5,1600,-244.0,东证期货
2025-09-01,CU2509,short,9,%B9%E2%B4%F3%C6%DA%BB%F5,1435,-510.0,光大期货
2025-09-01,CU2509,short,10,%CD%AD%B9%DA%BD%F0%D4%B4,1405,45.0,铜冠金源
2025-09-01,CU2509,short,11,%D4%C6%B3%BF%C6%DA%BB%F5,1310,-500.0,云晨期货
2025-09-01,CU2509,short,12,%B6%AB%CE%E2%C6%DA%BB%F5,1115,-50.0,东吴期货
2025-09-01,CU2509,short,13,%D0%CB%D2%B5%C6%DA%BB%F5,975,85.0,兴业期货
2025-09-01,CU2509,short,14,%D7%CF%BD%F0%CC%EC%B7%E7,935,-215.0,紫金天风
2025-09-01,CU2509,short,15,%C4%CF%BB%AA%C6%DA%BB%F5,925,115.0,南华期货
2025-09-01,CU2509,short,16,%D6%D0%C1%B8%C6%DA%BB%F5,905,-35.0,中粮期货
2025-09-01,CU2509,short,17,%D5%D0%C9%CC%C6%DA%BB%F5,900,-160.0,招商期货
2025-09-01,CU2509,short,18,%BD%A8%D0%C5%C6%DA%BB%F5,805,-75.0,建信期货
2025-09-01,CU2509,short,19,%BA%A3%CD%A8%C6%DA%BB%F5,785,0.0,海通期货
2025-09-01,CU2509,short,20,%B4%F3%B5%D8%C6%DA%BB%F5,780,360.0,大地期货
2025-09-01,CU2509,short,999,TOTAL,39365,,TOTAL
2025-09-02,CU2509,volume,1,%BD%F0%C8%F0%C6%DA%BB%F5,3190,170.0,金瑞期货
2025-09-02,CU2509,volume,2,%D6%D0%D0%C5%C6%DA%BB%F5,2655,-860.0,中信期货
2025-09-02,CU2509,volume,3,%B6%AB%D6%A4%C6%DA%BB%F5,2525,-796.0,东证期货
2025-09-02,CU2509,volume,4,%B9%E2%B4%F3%C6%DA%BB%F5,1925,-460.0,光大期货
2025-09-02,CU2509,volume,5,%D2%F8%BA%D3%C6%DA%BB%F5,1670,-100.0,银河期货
2025-09-02,CU2509,volume,6,%C9%EA%CD%F2%C6%DA%BB%F5,1550,450.0,申万期货
2025-09-02,CU2509,volume,7,%CD%AD%B9%DA%BD%F0%D4%B4,1265,291.0,铜冠金源
2025-09-02,CU2509,volume,8,%D4%C6%B3%BF%C6%DA%BB%F5,975,140.0,云晨期货
2025-09-02,CU2509,volume,9,%B9%FA%C3%B3%C6%DA%BB%F5,890,174.0,国贸期货
2025-09-02,CU2509,volume,10,%CE%EF%B2%FA%D6%D0%B4%F3,840,600.0,物产中大
2025-09-02,CU2509,volume,11,%BD%A8%D0%C5%C6%DA%BB%F5,800,430.0,建信期货
2025-09-02,CU2509,volume,12,%B9%FA%CC%A9%BE%FD%B0%B2,795,-50.0,国泰君安
2025-09-02,CU2509,volume,13,%BA%A3%CD%A8%C6%DA%BB%F5,770,85.0,海通期货
2025-09-02,CU2509,volume,14,%B9%E3%B7%A2%C6%DA%BB%F5,750,-120.0,广发期货
2025-09-02,CU2509,volume,15,%CE%E5%BF%F3%C6%DA%BB%F5,720,-465.0,五矿期货
2025-09-02,CU2509,volume,16,%D0%CB%D2%B5%C6%DA%BB%F5,670,185.0,兴业期货
2025-09-02,CU2509,volume,17,%B9%FA%D4%AA%C6%DA%BB%F5,665,-125.0,国元期货
2025-09-02,CU2509,volume,18,%BB%AA%CE%C5%C6%DA%BB%F5,550,-455.0,华闻期货
2025-09-02,CU2509,volume,19,%D6%D0%CC%A9%C6%DA%BB%F5,490,-102.0,中泰期货
2025-09-02,CU2509,volume,20,%D2%BB%B5%C2%C6%DA%BB%F5,435,370.0,一德期货
2025-09-02,CU2509,volume,999,TOTAL,24130,,TOTAL
2025-09-02,CU2509,long,1,%D2%F8%BA%D3%C6%DA%BB%F5,6250,-1205.0,银河期货
2025-09-02,CU2509,long,2,%D6%D0%C1%B8%C6%DA%BB%F5,5020,50.0,中粮期货
2025-09-02,CU2509,long,3,%D6%D0%D0%C5%C6%DA%BB%F5,3800,-470.0,中信期货
2025-09-02,CU2509,long,4,%CD%AD%B9%DA%BD%F0%D4%B4,3610,-435.0,铜冠金源
2025-09-02,CU2509,long,5,%BD%A8%D0%C5%C6%DA%BB%F5,3295,-110.0,建信期货
2025-09-02,CU2509,long,6,%D4%C6%B3%BF%C6%DA%BB%F5,2265,-165.0,云晨期货
2025-09-02,CU2509,long,7,%BD%F0%C8%F0%C6%DA%BB%F5,2105,280.0,金瑞期货
2025-09-02,CU2509,long,8,%B9%FA%CC%A9%BE%FD%B0%B2,2100,-10.0,国泰君安
2025-09-02,CU2509,long,9,%B9%E3%D6%DD%C6%DA%BB%F5,2010,-20.0,广州期货
2025-09-02,CU2509,long,10,%BB%AA%B0%B2%C6%DA%BB%F5,1355,145.0,华安期货
2025-09-02,CU2509,long,11,%D6%D0%D2%F8%C6%DA%BB%F5,1195,-10.0,中银期货
2025-09-02,CU2509,long,12,%B9%FA%CD%B6%C6%DA%BB%F5,1140,85.0,国投期货
2025-09-02,CU2509,long,13,%B6%AB%D0%CB%C6%DA%BB%F5,965,0.0,东兴期货
2025-09-02,CU2509,long,14,%B2%C6%D0%C5%C6%DA%BB%F5,920,-30.0,财信期货
2025-09-02,CU2509,long,15,%BA%A3%D6%A4%C6%DA%BB%F5,905,0.0,海证期货
2025-09-02,CU2509,long,16,%B9%E3%B7%A2%C6%DA%BB%F5,835,-115.0,广发期货
2025-09-02,CU2509,long,17,%D2%BB%B5%C2%C6%DA%BB%F5,790,-215.0,一德期货
2025-09-02,CU2509,long,18,%D6%D0%CC%A9%C6%DA%BB%F5,765,-5.0,中泰期货
2025-09-02,CU2509,long,19,%B3%A4%BD%AD%C6%DA%BB%F5,680,-10.0,长江期货
2025-09-02,CU2509,long,20,%B6%AB%D6%A4%C6%DA%BB%F5,660,-120.0,东证期货
2025-09-02,CU2509,long,999,TOTAL,40665,,TOTAL
2025-09-02,CU2509,short,1,%CE%E5%BF%F3%C6%DA%BB%F5,6885,-350.0,五矿期货
2025-09-02,CU2509,short,2,%D6%D0%D0%C5%C6%DA%BB%F5,5040,-775.0,中信期货
2025-09-02,CU2509,short,3,%BD%F0%C8%F0%C6%DA%BB%F5,4245,-130.0,金瑞期货
2025-09-02,CU2509,short,4,%B9%FA%C3%B3%C6%DA%BB%F5,2590,115.0,国贸期货
2025-09-02,CU2509,short,5,%B9%FA%CC%A9%BE%FD%B0%B2,1990,-175.0,国泰君安
2025-09-02,CU2509,short,6,%BB%AA%CC%A9%C6%DA%BB%F5,1835,25.0,华泰期货
2025-09-02,CU2509,short,7,%C9%EA%CD%F2%C6%DA%BB%F5,1515,-100.0,申万期货
2025-09-02,CU2509,short,8,%CD%AD%B9%DA%BD%F0%D4%B4,1355,-50.0,铜冠金源
2025-09-02,CU2509,short,9,%B6%AB%D6%A4%C6%DA%BB%F5,1355,-245.0,东证期货
2025-09-02,CU2509,short,10,%B6%AB%CE%E2%C6%DA%BB%F5,1075,-40.0,东吴期货
2025-09-02,CU2509,short,11,%C4%CF%BB%AA%C6%DA%BB%F5,920,-5.0,南华期货
2025-09-02,CU2509,short,12,%D0%CB%D2%B5%C6%DA%BB%F5,885,-90.0,兴业期货
2025-09-02,CU2509,short,13,%D5%D0%C9%CC%C6%DA%BB%F5,805,-95.0,招商期货
2025-09-02,CU2509,short,14,%BA%A3%CD%A8%C6%DA%BB%F5,790,5.0,海通期货
2025-09-02,CU2509,short,15,%D6%D0%C1%B8%C6%DA%BB%F5,790,-115.0,中粮期货
2025-09-02,CU2509,short,16,%C9%CF%BA%A3%D6%D0%C6%DA,750,120.0,上海中期
2025-09-02,CU2509,short,17,%B4%F3%B5%D8%C6%DA%BB%F5,725,-55.0,大地期货
2025-09-02,CU2509,short,18,%BD%A8%D0%C5%C6%DA%BB%F5,705,-100.0,建信期货
2025-09-02,CU2509,short,19,%D2%F8%BA%D3%C6%DA%BB%F5,705,-25.0,银河期货
2025-09-02,CU2509,short,20,%D4%C6%B3%BF%C6%DA%BB%F5,670,-640.0,云晨期货
2025-09-02,CU2509,short,999,TOTAL,35630,,TOTAL
2025-09-03,CU2509,volume,1,%D4%C6%B3%BF%C6%DA%BB%F5,4225,3250.0,云晨期货
2025-09-03,CU2509,volume,2,%BD%F0%C8%F0%C6%DA%BB%F5,3310,120.0,金瑞期货
2025-09-03,CU2509,volume,3,%B6%AB%D6%A4%C6%DA%BB%F5,3305,780.0,东证期货
2025-09-03,CU2509,volume,4,%D6%D0%D0%C5%C6%DA%BB%F5,2000,-655.0,中信期货
2025-09-03,CU2509,volume,5,%BD%A8%D0%C5%C6%DA%BB%F5,1755,955.0,建信期货
2025-09-03,CU2509,volume,6,%C9%EA%CD%F2%C6%DA%BB%F5,1735,185.0,申万期货
2025-09-03,CU2509,volume,7,%CD%AD%B9%DA%BD%F0%D4%B4,1525,260.0,铜冠金源
2025-09-03,CU2509,volume,8,%D0%CB%D2%B5%C6%DA%BB%F5,1435,765.0,兴业期货
2025-09-03,CU2509,volume,9,%D2%F8%BA%D3%C6%DA%BB%F5,1255,-415.0,银河期货
2025-09-03,CU2509,volume,10,%B9%FA%C3%B3%C6%DA%BB%F5,1245,355.0,国贸期货
2025-09-03,CU2509,volume,11,%B9%E3%B7%A2%C6%DA%BB%F5,1135,385.0,广发期货
2025-09-03,CU2509,volume,12,%B9%FA%CC%A9%BE%FD%B0%B2,1100,305.0,国泰君安
2025-09-03,CU2509,volume,13,%B9%E2%B4%F3%C6%DA%BB%F5,1040,-885.0,光大期货
2025-09-03,CU2509,volume,14,%BA%A3%CD%A8%C6%DA%BB%F5,915,145.0,海通期货
2025-09-03,CU2509,volume,15,%CE%E5%BF%F3%C6%DA%BB%F5,845,125.0,五矿期货
2025-09-03,CU2509,volume,16,%B6%AB%D0%CB%C6%DA%BB%F5,800,800.0,东兴期货
2025-09-03,CU2509,volume,17,%D6%D0%CC%A9%C6%DA%BB%F5,785,295.0,中泰期货
2025-09-03,CU2509,volume,18,%BB%AA%CE%C5%C6%DA%BB%F5,770,220.0,华闻期货
2025-09-03,CU2509,volume,19,%D6%D0%C1%B8%C6%DA%BB%F5,630,265.0,中粮期货
2025-09-03,CU2509,volume,20,%B9%FA%CD%B6%C6%DA%BB%F5,580,175.0,国投期货
2025-09-03,CU2509,volume,999,TOTAL,30390,,TOTAL
2025-09-03,CU2509,long,1,%D2%F8%BA%D3%C6%DA%BB%F5,5985,-265.0,银河期货
2025-09-03,CU2509,long,2,%D6%D0%C1%B8%C6%DA%BB%F5,5010,-10.0,中粮期货
2025-09-03,CU2509,long,3,%BD%A8%D0%C5%C6%DA%BB%F5,3835,540.0,建信期货
2025-09-03,CU2509,long,4,%D6%D0%D0%C5%C6%DA%BB%F5,3500,-300.0,中信期货
2025-09-03,CU2509,long,5,%CD%AD%B9%DA%BD%F0%D4%B4,2995,-615.0,铜冠金源
2025-09-03,CU2509,long,6,%BD%F0%C8%F0%C6%DA%BB%F5,2490,385.0,金瑞期货
2025-09-03,CU2509,long,7,%B9%FA%CC%A9%BE%FD%B0%B2,2300,200.0,国泰君安
2025-09-03,CU2509,long,8,%B9%E3%D6%DD%C6%DA%BB%F5,2005,-5.0,广州期货
2025-09-03,CU2509,long,9,%D4%C6%B3%BF%C6%DA%BB%F5,1605,-660.0,云晨期货
2025-09-03,CU2509,long,10,%B9%FA%CD%B6%C6%DA%BB%F5,1490,350.0,国投期货
2025-09-03,CU2509,long,11,%BB%AA%B0%B2%C6%DA%BB%F5,1445,90.0,华安期货
2025-09-03,CU2509,long,12,%D6%D0%D2%F8%C6%DA%BB%F5,1050,-145.0,中银期货
2025-09-03,CU2509,long,13,%BA%A3%D6%A4%C6%DA%BB%F5,900,-5.0,海证期货
2025-09-03,CU2509,long,14,%B2%C6%D0%C5%C6%DA%BB%F5,855,-65.0,财信期货
2025-09-03,CU2509,long,15,%D2%BB%B5%C2%C6%DA%BB%F5,770,-20.0,一德期货
2025-09-03,CU2509,long,16,%D6%D0%CC%A9%C6%DA%BB%F5,760,-5.0,中泰期货
2025-09-03,CU2509,long,17,%B3%A4%BD%AD%C6%DA%BB%F5,710,30.0,长江期货
2025-09-03,CU2509,long,18,%B6%AB%D6%A4%C6%DA%BB%F5,645,-15.0,东证期货
2025-09-03,CU2509,long,19,%B6%AB%CE%E2%C6%DA%BB%F5,595,-50.0,东吴期货
2025-09-03,CU2509,long,20,%B9%E2%B4%F3%C6%DA%BB%F5,535,-20.0,光大期货
2025-09-03,CU2509,long,999,TOTAL,39480,,TOTAL
2025-09-03,CU2509,short,1,%CE%E5%BF%F3%C6%DA%BB%F5,6640,-245.0,五矿期货
2025-09-03,CU2509,short,2,%D6%D0%D0%C5%C6%DA%BB%F5,4620,-420.0,中信期货
2025-09-03,CU2509,short,3,%BD%F0%C8%F0%C6%DA%BB%F5,3940,-305.0,金瑞期货
2025-09-03,CU2509,short,4,%B9%FA%C3%B3%C6%DA%BB%F5,2095,-495.0,国贸期货
2025-09-03,CU2509,short,5,%B9%FA%CC%A9%BE%FD%B0%B2,2030,40.0,国泰君安
2025-09-03,CU2509,short,6,%BB%AA%CC%A9%C6%DA%BB%F5,1685,-150.0,华泰期货
2025-09-03,CU2509,short,7,%B6%AB%D6%A4%C6%DA%BB%F5,1415,60.0,东证期货
2025-09-03,CU2509,short,8,%C9%EA%CD%F2%C6%DA%BB%F5,1210,-305.0,申万期货
2025-09-03,CU2509,short,9,%CD%AD%B9%DA%BD%F0%D4%B4,1135,-220.0,铜冠金源
2025-09-03,CU2509,short,10,%D0%CB%D2%B5%C6%DA%BB%F5,1090,205.0,兴业期货
2025-09-03,CU2509,short,11,%B6%AB%CE%E2%C6%DA%BB%F5,1025,-50.0,东吴期货
2025-09-03,CU2509,short,12,%D4%C6%B3%BF%C6%DA%BB%F5,945,275.0,云晨期货
2025-09-03,CU2509,short,13,%C4%CF%BB%AA%C6%DA%BB%F5,890,-30.0,南华期货
2025-09-03,CU2509,short,14,%BA%A3%CD%A8%C6%DA%BB%F5,790,0.0,海通期货
2025-09-03,CU2509,short,15,%B9%E2%B4%F3%C6%DA%BB%F5,755,190.0,光大期货
2025-09-03,CU2509,short,16,%C9%CF%BA%A3%D6%D0%C6%DA,750,0.0,上海中期
2025-09-03,CU2509,short,17,%B4%F3%B5%D8%C6%DA%BB%F5,750,25.0,大地期货
2025-09-03,CU2509,short,18,%D5%D0%C9%CC%C6%DA%BB%F5,665,-140.0,招商期货
2025-09-03,CU2509,short,19,%B6%AB%BA%A3%C6%DA%BB%F5,590,-5.0,东海期货
2025-09-03,CU2509,short,20,%C8%F0%B4%EF%C6%DA%BB%F5,555,-75.0,瑞达期货
2025-09-03,CU2509,short,999,TOTAL,33575,,TOTAL
2025-09-24,CU2510,volume,1,%D6%D0%D0%C5%C6%DA%BB%F5,7263,434.0,中信期货
2025-09-24,CU2510,volume,2,%B9%FA%CC%A9%BE%FD%B0%B2,7040,-2159.0,国泰君安
2025-09-24,CU2510,volume,3,%B6%AB%D6%A4%C6%DA%BB%F5,6795,731.0,东证期货
2025-09-24,CU2510,volume,4,%BD%F0%C8%F0%C6%DA%BB%F5,4697,1072.0,金瑞期货
2025-09-24,CU2510,volume,5,%BB%AA%CC%A9%C6%DA%BB%F5,2614,647.0,华泰期货
2025-09-24,CU2510,volume,6,%D6%D0%D0%C5%BD%A8%CD%B6,2448,584.0,中信建投
2025-09-24,CU2510,volume,7,%CD%AD%B9%DA%BD%F0%D4%B4,2071,697.0,铜冠金源
2025-09-24,CU2510,volume,8,%D5%E3%C9%CC%C6%DA%BB%F5,1934,-162.0,浙商期货
2025-09-24,CU2510,volume,9,%D2%F8%BA%D3%C6%DA%BB%F5,1877,-559.0,银河期货
2025-09-24,CU2510,volume,10,%D4%C6%B3%BF%C6%DA%BB%F5,1855,35.0,云晨期货
2025-09-24,CU2510,volume,11,%B9%FA%CD%B6%C6%DA%BB%F5,1529,301.0,国投期货
2025-09-24,CU2510,volume,12,%D6%D0%CC%A9%C6%DA%BB%F5,1497,-1129.0,中泰期货
2025-09-24,CU2510,volume,13,%D0%CB%D2%B5%C6%DA%BB%F5,1281,809.0,兴业期货
2025-09-24,CU2510,volume,14,%C6%BD%B0%B2%C6%DA%BB%F5,1261,864.0,平安期货
2025-09-24,CU2510,volume,15,%B9%FA%D0%C5%C6%DA%BB%F5,1229,507.0,国信期货
2025-09-24,CU2510,volume,16,%CE%E5%BF%F3%C6%DA%BB%F5,1185,377.0,五矿期货
2025-09-24,CU2510,volume,17,%D5%D0%C9%CC%C6%DA%BB%F5,1114,549.0,招商期货
2025-09-24,CU2510,volume,18,%D6%D0%C1%B8%C6%DA%BB%F5,1112,521.0,中粮期货
2025-09-24,CU2510,volume,19,%BA%EB%D2%B5%C6%DA%BB%F5,1100,787.0,弘业期货
2025-09-24,CU2510,volume,20,%BA%A3%CD%A8%C6%DA%BB%F5,1079,328.0,海通期货
2025-09-24,CU2510,volume,999,TOTAL,50981,,TOTAL
2025-09-24,CU2510,long,1,%CD%AD%B9%DA%BD%F0%D4%B4,7685,-1225.0,铜冠金源
2025-09-24,CU2510,long,2,%D6%D0%D0%C5%C6%DA%BB%F5,6695,-795.0,中信期货
2025-09-24,CU2510,long,3,%D2%F8%BA%D3%C6%DA%BB%F5,6411,1072.0,银河期货
2025-09-24,CU2510,long,4,%D4%C6%B3%BF%C6%DA%BB%F5,4648,809.0,云晨期货
2025-09-24,CU2510,long,5,%BD%F0%C8%F0%C6%DA%BB%F5,4571,-761.0,金瑞期货
2025-09-24,CU2510,long,6,%D6%D0%C1%B8%C6%DA%BB%F5,3890,-763.0,中粮期货
2025-09-24,CU2510,long,7,%B9%FA%CC%A9%BE%FD%B0%B2,3629,-1628.0,国泰君安
2025-09-24,CU2510,long,8,%BD%A8%D0%C5%C6%DA%BB%F5,2890,-313.0,建信期货
2025-09-24,CU2510,long,9,%D3%C0%B0%B2%C6%DA%BB%F5,2872,-167.0,永安期货
2025-09-24,CU2510,long,10,%B6%AB%D6%A4%C6%DA%BB%F5,2325,127.0,东证期货
2025-09-24,CU2510,long,11,%B9%FA%CD%B6%C6%DA%BB%F5,2268,-520.0,国投期货
2025-09-24,CU2510,long,12,%BB%AA%B0%B2%C6%DA%BB%F5,1963,7.0,华安期货
2025-09-24,CU2510,long,13,%D6%D0%D0%C5%BD%A8%CD%B6,1633,-75.0,中信建投
2025-09-24,CU2510,long,14,%BB%AA%F6%CE%C6%DA%BB%F5,1272,93.0,华鑫期货
2025-09-24,CU2510,long,15,%B9%E3%D6%DD%C6%DA%BB%F5,1237,-653.0,广州期货
2025-09-24,CU2510,long,16,%B9%E3%B7%A2%C6%DA%BB%F5,1156,13.0,广发期货
2025-09-24,CU2510,long,17,%D6%D0%B2%C6%C6%DA%BB%F5,1096,-86.0,中财期货
2025-09-24,CU2510,long,18,%CE%E5%BF%F3%C6%DA%BB%F5,1063,-428.0,五矿期货
2025-09-24,CU2510,long,19,%D0%CB%D2%B5%C6%DA%BB%F5,1057,-19.0,兴业期货
2025-09-24,CU2510,long,20,%D6%D0%CC%A9%C6%DA%BB%F5,1014,-99.0,中泰期货
2025-09-24,CU2510,long,999,TOTAL,59375,,TOTAL
2025-09-24,CU2510,short,1,%D6%D0%D0%C5%C6%DA%BB%F5,7582,-1066.0,中信期货
2025-09-24,CU2510,short,2,%BD%F0%C8%F0%C6%DA%BB%F5,7437,-242.0,金瑞期货
2025-09-24,CU2510,short,3,%B9%FA%CC%A9%BE%FD%B0%B2,4033,-730.0,国泰君安
2025-09-24,CU2510,short,4,%CE%E5%BF%F3%C6%DA%BB%F5,3227,-468.0,五矿期货
2025-09-24,CU2510,short,5,%B9%E2%B4%F3%C6%DA%BB%F5,3220,-11.0,光大期货
2025-09-24,CU2510,short,6,%B9%FA%C3%B3%C6%DA%BB%F5,3040,-273.0,国贸期货
2025-09-24,CU2510,short,7,%D7%CF%BD%F0%CC%EC%B7%E7,2534,-48.0,紫金天风
2025-09-24,CU2510,short,8,%C4%CF%BB%AA%C6%DA%BB%F5,2476,-125.0,南华期货
2025-09-24,CU2510,short,9,%BB%AA%CC%A9%C6%DA%BB%F5,2180,-575.0,华泰期货
2025-09-24,CU2510,short,10,%B6%AB%D6%A4%C6%DA%BB%F5,1931,-165.0,东证期货
2025-09-24,CU2510,short,11,%B7%BD%D5%FD%D6%D0%C6%DA,1850,-77.0,方正中期
2025-09-24,CU2510,short,12,%B9%FA%CD%B6%C6%DA%BB%F5,1779,-15.0,国投期货
2025-09-24,CU2510,short,13,%D2%F8%BA%D3%C6%DA%BB%F5,1769,-154.0,银河期货
2025-09-24,CU2510,short,14,%BD%A8%D0%C5%C6%DA%BB%F5,1680,-377.0,建信期货
2025-09-24,CU2510,short,15,%D6%D0%D0%C5%BD%A8%CD%B6,1662,-248.0,中信建投
2025-09-24,CU2510,short,16,%BA%EB%D2%B5%C6%DA%BB%F5,1624,-638.0,弘业期货
2025-09-24,CU2510,short,17,%C9%EA%CD%F2%C6%DA%BB%F5,1551,-101.0,申万期货
2025-09-24,CU2510,short,18,%CD%AD%B9%DA%BD%F0%D4%B4,1538,-334.0,铜冠金源
